incident_id,title,description,priority,status,reported_by,reported_date,resolved_by,resolved_date,resolution_notes,affected_app,affected_microservice,cpu_usage,memory_usage,related_incidents,kb_article_id
INC080696,Auth Service connection timeout,API requests to Auth Service are failing with 500 errors.,Low,In Progress,Tim Phillips,29-01-2025 04:44,,,,Online Banking App,Auth Service,50.22,88.95,"INC884981, INC412896",
INC175461,Database deadlock in Notification Service,A deadlock in Notification Service is blocking critical operations.,Medium,In Progress,April Smith,21-07-2024 08:28,,,,Backend API,Notification Service,15.93,36.61,,KB009
INC650669,Failed transactions in Notification Service,"Notification Service is unresponsive, causing service degradation.",Low,Open,Joshua Hart,29-09-2024 19:55,,,,Backend API,Notification Service,78.76,17.3,,KB096
INC001422,Notification failure in Database B,"Database B is unresponsive, causing service degradation.",Critical,Resolved,Beth Tucker,24-11-2024 23:09,Sharon Carson,26-02-2025 13:28,Restarted Database B.,Mobile Banking App,Database B,95.6,58.38,,KB075
INC065548,Database deadlock in Notification Service,Connection attempts to Notification Service are timing out.,Low,Open,Jeanette Stewart,08-03-2025 13:01,,,,Online Banking App,Notification Service,69.2,77.96,,KB085
INC461276,Database deadlock in Notification Service,Transactions in Notification Service are failing due to database issues.,Low,Open,Mason Fuller,17-06-2024 16:58,,,,Backend API,Notification Service,39.79,75.59,,KB022
INC545611,Database deadlock in Payment Service,A deadlock in Payment Service is blocking critical operations.,High,In Progress,Janice Kent,21-02-2025 00:26,,,,Online Banking App,Payment Service,91.88,72.02,"INC237636, INC896460",KB058
INC067627,Memory leak in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Medium,In Progress,Christopher Gutierrez,25-10-2024 01:29,,,,Backend API,Notification Service,86.52,62.61,"INC648122, INC261239",
INC974332,Database deadlock in Notification Service,"Notification Service is unresponsive, causing service degradation.",Low,In Progress,Bernard Knight,05-02-2025 01:33,,,,Backend API,Notification Service,38.49,58.49,,
INC012735,Notification Service connection timeout,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,Open,Jennifer Barker,14-07-2024 01:30,,,,Online Banking App,Notification Service,30.49,92.03,,KB002
INC540434,Memory leak in Notification Service,Notifications from Notification Service are not being delivered to users.,Low,Open,Charles Wallace,14-07-2024 20:14,,,,Online Banking App,Notification Service,59.73,42.22,,
INC704738,Database B not responding,Transactions in Database B are failing due to database issues.,Low,In Progress,George Washington,10-02-2025 05:37,,,,Mobile Banking App,Database B,35.65,24.16,,KB014
INC767773,Database deadlock in Auth Service,A deadlock in Auth Service is blocking critical operations.,Low,Open,Richard Harris,14-04-2024 03:21,,,,Backend API,Auth Service,43.11,45.21,,
INC674063,Memory leak in Payment Service,Users are experiencing high latency when accessing Payment Service.,Low,Open,Yesenia Fletcher,22-04-2024 08:04,,,,Backend API,Payment Service,32.18,22.09,,
INC805914,Notification Service connection timeout,"Notification Service is unresponsive, causing service degradation.",Medium,In Progress,Donna Hudson,18-02-2025 05:09,,,,Online Banking App,Notification Service,61.38,13.3,,
INC576480,Notification failure in Payment Service,Transactions in Payment Service are failing due to database issues.,Medium,In Progress,Sandra Hines,02-07-2024 04:35,,,,Backend API,Payment Service,23.06,58.63,,
INC085684,High CPU usage on Notification Service,"Notification Service is unresponsive, causing service degradation.",Medium,Resolved,Barry Ferguson,19-01-2025 21:54,Brian Walker,10-02-2025 06:58,Resolved database deadlock in Notification Service.,Mobile Banking App,Notification Service,18.82,37.99,,
INC202975,Memory leak in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",Medium,Resolved,Makayla Davis,05-04-2024 22:20,Emily Graham,11-10-2024 08:33,Restarted Auth Service.,Mobile Banking App,Auth Service,76.86,83.76,,
INC769904,High CPU usage on Database B,Connection attempts to Database B are timing out.,Critical,Open,Tara Gibson,28-07-2024 23:27,,,,Online Banking App,Database B,48.64,61.94,,
INC623147,Memory leak in Payment Service,Notifications from Payment Service are not being delivered to users.,Medium,In Progress,Paul Lopez,14-10-2024 18:50,,,,Mobile Banking App,Payment Service,31,37.4,"INC362908, INC271882",
INC772974,Memory leak in Payment Service,API requests to Payment Service are failing with 500 errors.,Low,Open,Veronica Massey,11-04-2024 17:30,,,,Backend API,Payment Service,62.63,68.1,,KB092
INC545915,Memory leak in Payment Service,Transactions in Payment Service are failing due to database issues.,Medium,Resolved,Jason Wood,19-06-2024 18:58,Shawn Norton,05-08-2024 17:03,Restarted Payment Service.,Backend API,Payment Service,40.43,49.03,,KB036
INC255401,High CPU usage on Database B,Transactions in Database B are failing due to database issues.,Medium,Resolved,Jamie Castro,30-05-2024 23:49,Rebecca Hall,14-08-2024 06:51,Resolved database deadlock in Database B.,Online Banking App,Database B,96.25,22.42,"INC173704, INC606337",KB015
INC825490,Database deadlock in Database B,Users are experiencing high latency when accessing Database B.,Medium,In Progress,Candice Valenzuela,25-12-2024 03:33,,,,Online Banking App,Database B,39.61,12.78,,
INC974864,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,Critical,In Progress,Christopher Gutierrez,21-05-2024 05:39,,,,Backend API,Notification Service,14.4,88.11,,KB041
INC259608,Memory leak in Notification Service,Users are experiencing high latency when accessing Notification Service.,High,In Progress,Daniel Cook,18-10-2024 17:21,,,,Mobile Banking App,Notification Service,95.81,90.51,,
INC506276,Notification failure in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Medium,Open,Thomas Esparza,13-09-2024 14:32,,,,Online Banking App,Notification Service,60.2,79.51,,KB084
INC279066,Notification Service not responding,A deadlock in Notification Service is blocking critical operations.,Low,In Progress,Hailey Jackson,30-04-2024 08:52,,,,Mobile Banking App,Notification Service,33.16,85.96,,KB048
INC074246,Database deadlock in Payment Service,Transactions in Payment Service are failing due to database issues.,Medium,Open,Tanner Johnson,02-02-2025 02:15,,,,Online Banking App,Payment Service,43.12,39.27,,KB053
INC095078,Database deadlock in Payment Service,API requests to Payment Service are failing with 500 errors.,Low,Resolved,Allen Owens,14-01-2025 13:17,Casey Goodwin,12-02-2025 22:46,Resolved database deadlock in Payment Service.,Online Banking App,Payment Service,21.43,20.02,,KB090
INC561292,Failed transactions in Database B,A deadlock in Database B is blocking critical operations.,High,Open,Courtney Miles,15-02-2025 11:01,,,,Online Banking App,Database B,62.37,52.2,,KB098
INC416610,Memory leak in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Rachel Walker,05-11-2024 16:39,,,,Mobile Banking App,Auth Service,87.95,85.16,"INC529615, INC964511",
INC153966,Memory leak in Notification Service,A deadlock in Notification Service is blocking critical operations.,Low,In Progress,Alexa Solomon,08-09-2024 06:18,,,,Backend API,Notification Service,33.77,55.45,,
INC794842,Memory leak in Database B,"Database B is consuming excessive memory, causing system slowdowns.",Critical,Resolved,Adrian Lopez,16-02-2025 05:32,Joseph Serrano,02-03-2025 09:16,Fixed memory leak in Database B.,Mobile Banking App,Database B,13.58,29.79,"INC356352, INC522741",
INC807013,Notification Service not responding,Transactions in Notification Service are failing due to database issues.,High,Resolved,Joseph Barker,26-11-2024 21:38,William Nunez,29-01-2025 17:07,Restarted Notification Service.,Backend API,Notification Service,64.98,87.03,,KB085
INC207021,Notification failure in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Resolved,Robin Miller,22-12-2024 23:39,Gregory Gonzalez,26-12-2024 07:02,Resolved database deadlock in Auth Service.,Backend API,Auth Service,75.93,91.62,"INC384545, INC765812",KB019
INC503361,Failed transactions in Notification Service,A deadlock in Notification Service is blocking critical operations.,Medium,In Progress,Steve Smith,20-12-2024 15:00,,,,Backend API,Notification Service,22.51,96.03,,KB005
INC194224,High CPU usage on Database B,Transactions in Database B are failing due to database issues.,Low,Open,Lisa Hammond,27-10-2024 07:34,,,,Online Banking App,Database B,28.37,36.76,,KB062
INC743455,Database deadlock in Payment Service,A deadlock in Payment Service is blocking critical operations.,Medium,In Progress,Julie Snyder,30-07-2024 17:23,,,,Mobile Banking App,Payment Service,18.4,38.02,"INC934582, INC164964",
INC094439,API latency spike in Payment Service,Notifications from Payment Service are not being delivered to users.,Low,Open,Daniel Reese,30-11-2024 04:09,,,,Backend API,Payment Service,88.27,59.51,,KB011
INC505529,Notification Service not responding,A deadlock in Notification Service is blocking critical operations.,Medium,Resolved,Ann Perez,07-01-2025 05:12,Eric Bartlett,16-02-2025 12:13,Restarted Notification Service.,Online Banking App,Notification Service,28.26,86.21,,
INC153091,Database deadlock in Notification Service,Users are experiencing high latency when accessing Notification Service.,Medium,Resolved,Devon Dixon,04-03-2025 04:36,Jessica Martin DVM,17-03-2025 07:05,Resolved database deadlock in Notification Service.,Backend API,Notification Service,47.97,49.88,,
INC248766,Database deadlock in Notification Service,Notifications from Notification Service are not being delivered to users.,Low,Resolved,Jose Nelson,15-11-2024 11:21,Robert Graham,24-01-2025 00:42,Restarted Notification Service.,Backend API,Notification Service,29.67,65.67,,KB068
INC097947,Database B not responding,Users are experiencing high latency when accessing Database B.,Low,Open,Julia Jenkins,22-08-2024 01:22,,,,Backend API,Database B,17.53,59.3,,KB068
INC191417,Auth Service not responding,Transactions in Auth Service are failing due to database issues.,High,Resolved,Tracy Morris,20-02-2025 04:50,Aaron Miller,10-03-2025 22:14,Resolved database deadlock in Auth Service.,Backend API,Auth Service,26.69,86.59,"INC567669, INC578151",
INC539686,High CPU usage on Auth Service,A deadlock in Auth Service is blocking critical operations.,Medium,In Progress,Dawn Cervantes,13-05-2024 16:25,,,,Mobile Banking App,Auth Service,55.88,54.61,,KB007
INC899611,Database deadlock in Database B,"Database B is consuming excessive memory, causing system slowdowns.",Low,Resolved,Brandon West,01-03-2025 12:13,Michael Morris,06-03-2025 21:15,Restarted Database B.,Online Banking App,Database B,73.59,60.54,"INC281938, INC405041",KB033
INC524779,Failed transactions in Database B,A deadlock in Database B is blocking critical operations.,High,In Progress,Sarah Brown,12-10-2024 02:30,,,,Online Banking App,Database B,50.95,29.44,,KB082
INC759342,Auth Service not responding,"Auth Service is consuming excessive memory, causing system slowdowns.",Critical,Resolved,Michael Taylor,12-06-2024 17:21,Gavin Jimenez,09-02-2025 23:34,Fixed memory leak in Auth Service.,Mobile Banking App,Auth Service,49.57,27.6,,
INC088013,API latency spike in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Critical,Open,Douglas Nunez,23-08-2024 05:16,,,,Backend API,Payment Service,32.27,70.08,,KB077
INC179906,High CPU usage on Auth Service,API requests to Auth Service are failing with 500 errors.,High,In Progress,Patrick Rivera,03-10-2024 22:19,,,,Mobile Banking App,Auth Service,89.07,69.72,,
INC514389,API latency spike in Database B,A deadlock in Database B is blocking critical operations.,High,Open,Karen Hodge MD,06-01-2025 17:42,,,,Backend API,Database B,75.43,78.06,,
INC464238,High CPU usage on Database B,Transactions in Database B are failing due to database issues.,Medium,Open,John Mcclure,15-05-2024 15:22,,,,Online Banking App,Database B,94.74,70.79,,KB004
INC930420,API latency spike in Notification Service,Notifications from Notification Service are not being delivered to users.,Medium,In Progress,Dr. Amber Estrada,18-08-2024 17:09,,,,Mobile Banking App,Notification Service,91.11,18.65,,
INC095014,Database deadlock in Auth Service,Users are experiencing high latency when accessing Auth Service.,Critical,In Progress,Mr. Aaron Lopez DVM,21-06-2024 17:06,,,,Online Banking App,Auth Service,80.12,41.72,,
INC708266,High CPU usage on Auth Service,Connection attempts to Auth Service are timing out.,Low,Resolved,Jamie Whitaker,14-08-2024 03:30,Joann Garcia,09-12-2024 20:22,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,79.62,32.89,,
INC189823,Notification failure in Payment Service,Transactions in Payment Service are failing due to database issues.,Low,Resolved,James Atkins,18-09-2024 00:24,Stephanie Rios,11-02-2025 15:25,Restarted Payment Service.,Backend API,Payment Service,87.49,89.91,,KB093
INC851296,Memory leak in Payment Service,Transactions in Payment Service are failing due to database issues.,High,Resolved,Kaylee Thompson,06-04-2024 11:55,Calvin Alexander,27-12-2024 00:34,Restarted Payment Service.,Online Banking App,Payment Service,97.73,54.98,,
INC859646,Failed transactions in Database B,"Database B is unresponsive, causing service degradation.",High,Open,Tiffany Bush,31-07-2024 23:16,,,,Backend API,Database B,13.79,95.19,,KB067
INC428703,Database deadlock in Payment Service,Connection attempts to Payment Service are timing out.,Low,In Progress,Johnathan Bender,04-04-2024 01:38,,,,Online Banking App,Payment Service,18.42,84.15,"INC684463, INC555878",KB044
INC254006,Database deadlock in Auth Service,"Auth Service is unresponsive, causing service degradation.",Medium,In Progress,Brenda Miller,20-04-2024 00:50,,,,Online Banking App,Auth Service,95.36,38.69,"INC097978, INC213317",
INC280370,Notification Service not responding,Connection attempts to Notification Service are timing out.,Medium,In Progress,Jon Combs,05-02-2025 00:01,,,,Mobile Banking App,Notification Service,86,40.58,,KB015
INC604031,Database deadlock in Notification Service,Users are experiencing high latency when accessing Notification Service.,Low,Open,Dylan Humphrey,09-02-2025 10:26,,,,Online Banking App,Notification Service,34.73,83.36,,KB051
INC780250,Memory leak in Database B,Connection attempts to Database B are timing out.,Low,In Progress,Mrs. Monica Tanner,04-02-2025 23:01,,,,Backend API,Database B,30.94,87.63,"INC303239, INC606596",KB099
INC629575,Notification failure in Auth Service,API requests to Auth Service are failing with 500 errors.,High,Open,David Marshall,17-03-2025 13:28,,,,Online Banking App,Auth Service,58.54,47.99,,KB034
INC057662,Notification failure in Payment Service,Connection attempts to Payment Service are timing out.,Critical,Open,Lisa Burch,21-05-2024 09:19,,,,Online Banking App,Payment Service,54.07,47.55,,
INC215322,Failed transactions in Payment Service,A deadlock in Payment Service is blocking critical operations.,High,In Progress,Cheryl Ochoa,16-03-2025 02:25,,,,Backend API,Payment Service,39.48,53.59,,KB020
INC669348,High CPU usage on Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Medium,Open,Julia Poole,18-12-2024 21:12,,,,Backend API,Payment Service,16.05,17.46,,KB074
INC750694,Notification failure in Payment Service,API requests to Payment Service are failing with 500 errors.,Critical,Resolved,David Oliver,12-05-2024 23:32,Alex Russell,04-06-2024 14:57,Restarted Payment Service.,Online Banking App,Payment Service,69.91,75.82,,KB078
INC012641,Failed transactions in Database B,Transactions in Database B are failing due to database issues.,Medium,Resolved,Nathan Edwards,14-04-2024 23:05,Holly Mcclure,06-10-2024 06:55,Restarted Database B.,Mobile Banking App,Database B,45.79,60.12,,KB065
INC791765,Failed transactions in Auth Service,Connection attempts to Auth Service are timing out.,Low,Resolved,Laura Hill,16-08-2024 03:37,Cynthia Peterson,13-02-2025 14:28,Fixed memory leak in Auth Service.,Backend API,Auth Service,14.92,62.08,,
INC170655,Payment Service connection timeout,Connection attempts to Payment Service are timing out.,Medium,Resolved,Nicholas Reynolds,29-01-2025 07:34,David Werner,29-01-2025 15:54,Fixed memory leak in Payment Service.,Online Banking App,Payment Service,73.75,21.36,,
INC218736,Memory leak in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",High,Resolved,Richard Edwards,04-11-2024 20:10,Robert Brown,22-02-2025 15:41,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,73.68,97.75,"INC425224, INC899649",
INC909704,Auth Service not responding,"Auth Service is unresponsive, causing service degradation.",High,Resolved,John Preston,18-09-2024 04:58,Sara Garcia,08-11-2024 09:27,Fixed memory leak in Auth Service.,Mobile Banking App,Auth Service,81.9,37.47,,
INC432427,API latency spike in Auth Service,A deadlock in Auth Service is blocking critical operations.,Low,In Progress,John Adams,04-03-2025 22:56,,,,Online Banking App,Auth Service,76.14,44.92,,
INC210084,Memory leak in Database B,"Database B is consuming excessive memory, causing system slowdowns.",Medium,Resolved,Charlene Gomez,05-02-2025 15:31,Joshua Porter,16-02-2025 18:44,Restarted Database B.,Mobile Banking App,Database B,73.93,82.78,,KB012
INC701738,Failed transactions in Auth Service,"Auth Service is unresponsive, causing service degradation.",Medium,Open,Ms. Kathryn Thomas,07-03-2025 22:05,,,,Mobile Banking App,Auth Service,89.34,40.11,,KB086
INC166252,High CPU usage on Notification Service,A deadlock in Notification Service is blocking critical operations.,Low,Open,Randall Castillo,13-12-2024 03:14,,,,Backend API,Notification Service,16.99,82.38,,
INC563585,Database deadlock in Database B,Users are experiencing high latency when accessing Database B.,Medium,Resolved,Stephanie Gonzalez,25-10-2024 01:38,Nicholas Hall,17-11-2024 13:57,Restarted Database B.,Backend API,Database B,45.82,67.01,,
INC950560,Failed transactions in Database B,Notifications from Database B are not being delivered to users.,Low,Resolved,Helen Garcia,10-04-2024 16:01,Lindsay Rowe,11-05-2024 06:22,Restarted Database B.,Mobile Banking App,Database B,36.61,36.22,"INC110531, INC961118",KB084
INC512097,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,Medium,Open,Michele Quinn,24-04-2024 08:45,,,,Backend API,Notification Service,69.3,20.98,,KB062
INC613820,Notification Service connection timeout,Notifications from Notification Service are not being delivered to users.,Low,Open,Patricia Atkins,17-07-2024 03:40,,,,Mobile Banking App,Notification Service,62.35,77.89,,
INC184105,Auth Service connection timeout,Connection attempts to Auth Service are timing out.,Low,In Progress,Patrick Peterson,08-11-2024 08:31,,,,Online Banking App,Auth Service,35.84,56.84,,
INC171436,Notification Service connection timeout,"Notification Service is consuming excessive memory, causing system slowdowns.",Medium,In Progress,Adam Brooks,09-08-2024 02:48,,,,Backend API,Notification Service,78.36,17.36,,
INC914189,Memory leak in Payment Service,Connection attempts to Payment Service are timing out.,Medium,Open,Adam Becker,15-11-2024 12:58,,,,Backend API,Payment Service,92.45,39.93,,KB037
INC164421,Notification failure in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Medium,Open,Garrett Landry,09-05-2024 20:15,,,,Mobile Banking App,Notification Service,46.94,55.3,,
INC673274,Failed transactions in Notification Service,API requests to Notification Service are failing with 500 errors.,Low,In Progress,Taylor Mcdonald,13-11-2024 20:45,,,,Backend API,Notification Service,68.9,54.41,"INC636101, INC737063",KB026
INC212511,API latency spike in Database B,Transactions in Database B are failing due to database issues.,High,Open,James Morales,29-09-2024 11:49,,,,Online Banking App,Database B,12.77,42.58,,
INC389651,API latency spike in Database B,"Database B is unresponsive, causing service degradation.",High,Open,Amanda Williams,09-10-2024 05:21,,,,Backend API,Database B,53.68,10.21,,
INC847721,Database B connection timeout,"Database B is unresponsive, causing service degradation.",Low,In Progress,Chris Jones,28-11-2024 16:22,,,,Mobile Banking App,Database B,37.86,86.39,,
INC007882,Database deadlock in Auth Service,Transactions in Auth Service are failing due to database issues.,High,Open,Ryan Johnson,17-11-2024 23:34,,,,Mobile Banking App,Auth Service,35.64,34.76,,KB048
INC809494,Payment Service connection timeout,API requests to Payment Service are failing with 500 errors.,Low,Open,Patrick Coleman,04-12-2024 06:55,,,,Backend API,Payment Service,84.1,42.83,,
INC900654,API latency spike in Payment Service,Connection attempts to Payment Service are timing out.,High,In Progress,Jacqueline James,29-10-2024 17:10,,,,Backend API,Payment Service,36.51,65.26,,KB100
INC546474,API latency spike in Database B,API requests to Database B are failing with 500 errors.,High,Resolved,Ashley Perkins,16-11-2024 08:50,Michael Crawford,16-12-2024 09:48,Fixed memory leak in Database B.,Online Banking App,Database B,65.14,37.58,,
INC686788,API latency spike in Notification Service,Connection attempts to Notification Service are timing out.,High,Open,Michelle Wilson,16-12-2024 04:12,,,,Mobile Banking App,Notification Service,68.55,67.44,,KB074
INC170116,Auth Service not responding,"Auth Service is unresponsive, causing service degradation.",Low,Resolved,Aaron Molina,21-04-2024 17:37,Stephen Evans,27-09-2024 19:41,Resolved database deadlock in Auth Service.,Backend API,Auth Service,90.21,30.09,,KB052
INC890081,Memory leak in Payment Service,API requests to Payment Service are failing with 500 errors.,Medium,Resolved,Stacy Ball,11-05-2024 08:07,Ronald Rodriguez,09-11-2024 13:37,Restarted Payment Service.,Mobile Banking App,Payment Service,78.76,60.2,,
INC344486,Notification failure in Database B,Transactions in Database B are failing due to database issues.,Low,Open,Abigail Coleman,08-04-2024 05:56,,,,Backend API,Database B,86.08,96.7,,KB088
INC639255,Payment Service connection timeout,"Payment Service is unresponsive, causing service degradation.",Low,Open,Jeffery Grant,13-09-2024 10:50,,,,Mobile Banking App,Payment Service,91.59,28.34,,KB045
INC693683,High CPU usage on Database B,Transactions in Database B are failing due to database issues.,High,Open,Amanda Smith,25-04-2024 16:25,,,,Backend API,Database B,20.6,24.63,,
INC857804,High CPU usage on Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Matthew Hernandez,02-06-2024 12:23,,,,Mobile Banking App,Payment Service,92.01,56.09,,
INC857350,Notification failure in Database B,A deadlock in Database B is blocking critical operations.,Low,Open,Philip White,15-01-2025 19:07,,,,Online Banking App,Database B,85.07,50.01,,
INC031470,Database B connection timeout,A deadlock in Database B is blocking critical operations.,Low,Open,Denise Pitts,31-05-2024 21:35,,,,Online Banking App,Database B,40.01,82.84,,KB019
INC151479,High CPU usage on Database B,API requests to Database B are failing with 500 errors.,Medium,In Progress,Kiara Stone,02-10-2024 19:21,,,,Online Banking App,Database B,90.92,63.83,"INC828258, INC316620",KB015
INC263967,Memory leak in Payment Service,A deadlock in Payment Service is blocking critical operations.,Low,In Progress,Michael Downs,03-10-2024 15:45,,,,Backend API,Payment Service,55.47,60.44,,
INC728533,Failed transactions in Database B,API requests to Database B are failing with 500 errors.,High,Open,Janet Bailey,30-09-2024 12:52,,,,Backend API,Database B,87.32,15.03,,KB080
INC416352,API latency spike in Notification Service,API requests to Notification Service are failing with 500 errors.,Medium,Open,Craig Johnson,10-07-2024 22:39,,,,Backend API,Notification Service,19.75,79.25,,
INC775982,Database B connection timeout,Connection attempts to Database B are timing out.,High,Resolved,George Smith,16-08-2024 09:35,Jay Rodgers,10-10-2024 22:38,Fixed memory leak in Database B.,Mobile Banking App,Database B,15.02,21.48,"INC075223, INC672466",KB038
INC853836,High CPU usage on Auth Service,API requests to Auth Service are failing with 500 errors.,Low,Resolved,Jay Flores,16-05-2024 22:58,Omar Young,25-02-2025 11:07,Restarted Auth Service.,Mobile Banking App,Auth Service,56.48,22.27,,
INC382474,High CPU usage on Auth Service,Notifications from Auth Service are not being delivered to users.,Low,Resolved,Thomas Brown,06-05-2024 14:52,Anita Williams,03-09-2024 08:01,Fixed memory leak in Auth Service.,Mobile Banking App,Auth Service,62.52,80.22,"INC311616, INC645779",
INC663677,Database deadlock in Database B,Notifications from Database B are not being delivered to users.,Medium,In Progress,Danny Good,19-05-2024 03:22,,,,Online Banking App,Database B,99.33,47.09,,KB052
INC699193,Auth Service connection timeout,Users are experiencing high latency when accessing Auth Service.,Low,In Progress,Thomas Ford,04-05-2024 08:16,,,,Mobile Banking App,Auth Service,73.06,60.22,,KB024
INC259422,API latency spike in Notification Service,Notifications from Notification Service are not being delivered to users.,High,Open,Kyle Barrera,03-04-2024 16:09,,,,Backend API,Notification Service,71.53,88.02,,KB070
INC977467,Notification failure in Payment Service,Users are experiencing high latency when accessing Payment Service.,Critical,Resolved,Megan Reynolds,22-01-2025 07:38,Mary Nguyen,14-03-2025 12:23,Fixed memory leak in Payment Service.,Backend API,Payment Service,43.86,37.71,"INC827706, INC249373",
INC494178,API latency spike in Auth Service,API requests to Auth Service are failing with 500 errors.,Low,Resolved,Terry Townsend,05-08-2024 19:19,Luke Hess,25-10-2024 11:36,Restarted Auth Service.,Online Banking App,Auth Service,70.98,22.17,,
INC735229,Database deadlock in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",High,In Progress,Heather Jones,11-03-2025 03:31,,,,Online Banking App,Payment Service,43.19,59.53,"INC986903, INC718149",
INC208746,Auth Service not responding,"Auth Service is consuming excessive memory, causing system slowdowns.",Medium,In Progress,James Martin,20-11-2024 21:41,,,,Online Banking App,Auth Service,77.16,13.72,,
INC650279,Notification failure in Database B,API requests to Database B are failing with 500 errors.,High,Open,Vincent Clarke,20-02-2025 16:07,,,,Online Banking App,Database B,87.06,92.97,,KB039
INC172574,Auth Service connection timeout,A deadlock in Auth Service is blocking critical operations.,Medium,Resolved,Lisa Ramos,01-09-2024 18:16,Christine Andersen,26-10-2024 17:19,Restarted Auth Service.,Backend API,Auth Service,63.78,27.04,,
INC238108,Database B connection timeout,Users are experiencing high latency when accessing Database B.,Medium,Open,Albert Wells,23-03-2024 11:50,,,,Online Banking App,Database B,48.09,62.76,,
INC068400,Notification Service not responding,Notifications from Notification Service are not being delivered to users.,Low,Open,Michael Rodriguez,02-08-2024 18:09,,,,Backend API,Notification Service,86.87,48.32,,
INC909153,Failed transactions in Auth Service,Connection attempts to Auth Service are timing out.,Medium,Open,Sandra Jones,12-10-2024 02:12,,,,Online Banking App,Auth Service,76.92,99.65,,KB021
INC652687,High CPU usage on Payment Service,Notifications from Payment Service are not being delivered to users.,Low,In Progress,Shelby Robbins,18-06-2024 14:49,,,,Backend API,Payment Service,47.93,71.16,,KB062
INC941890,Notification Service connection timeout,"Notification Service is unresponsive, causing service degradation.",Low,In Progress,Nancy Colon,14-02-2025 06:54,,,,Backend API,Notification Service,92.72,40.69,,
INC101419,Notification failure in Payment Service,Users are experiencing high latency when accessing Payment Service.,Medium,In Progress,Rhonda Ball,04-01-2025 20:18,,,,Mobile Banking App,Payment Service,28.96,77.38,,
INC295356,Memory leak in Payment Service,Connection attempts to Payment Service are timing out.,Low,Open,Nathan Mitchell,27-04-2024 13:34,,,,Backend API,Payment Service,52.55,23.16,,KB004
INC008281,Failed transactions in Notification Service,Transactions in Notification Service are failing due to database issues.,Medium,In Progress,Matthew Thomas,29-05-2024 00:48,,,,Mobile Banking App,Notification Service,61.72,84.94,,KB086
INC956514,High CPU usage on Auth Service,Users are experiencing high latency when accessing Auth Service.,Medium,Resolved,Michael Rivera,02-11-2024 17:36,Alex Soto,15-02-2025 11:58,Restarted Auth Service.,Mobile Banking App,Auth Service,66.33,41.92,,KB044
INC944206,API latency spike in Notification Service,"Notification Service is unresponsive, causing service degradation.",Low,Open,Robert Jackson,05-08-2024 01:54,,,,Backend API,Notification Service,76.75,73.64,,KB003
INC982335,Database B connection timeout,Notifications from Database B are not being delivered to users.,Critical,In Progress,Thomas Lowery,18-03-2025 06:30,,,,Mobile Banking App,Database B,44.51,65.72,,KB048
INC114079,Database B not responding,"Database B is unresponsive, causing service degradation.",Medium,Open,Margaret Day,17-07-2024 05:31,,,,Mobile Banking App,Database B,36.21,45.7,,
INC185500,Auth Service connection timeout,"Auth Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Michael Thompson,07-01-2025 06:37,,,,Backend API,Auth Service,46.17,10.11,,KB097
INC912930,Failed transactions in Payment Service,A deadlock in Payment Service is blocking critical operations.,Medium,In Progress,Eric Smith,21-12-2024 07:20,,,,Online Banking App,Payment Service,55.22,45.22,"INC982547, INC306283",
INC816040,Memory leak in Auth Service,Connection attempts to Auth Service are timing out.,Low,Resolved,Bethany Bird,22-12-2024 17:30,Brent Gallegos,01-02-2025 15:33,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,68.73,13.58,,
INC951976,API latency spike in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,Open,Mrs. Christine Freeman,22-09-2024 15:15,,,,Backend API,Notification Service,12.4,16.94,,KB088
INC776508,Notification failure in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Resolved,Samantha Hernandez,05-01-2025 13:47,Amanda Watkins,24-01-2025 09:37,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,31.82,12.17,,
INC116630,Failed transactions in Payment Service,Connection attempts to Payment Service are timing out.,High,Open,Diane Jensen,07-02-2025 03:08,,,,Backend API,Payment Service,14.7,38.21,,
INC650472,Memory leak in Notification Service,API requests to Notification Service are failing with 500 errors.,Low,In Progress,Laura Evans,30-08-2024 14:24,,,,Backend API,Notification Service,58.29,16.82,,KB072
